invoice_line_id,invoice_id,ticket_id,line_type,reference_code,description,amount,currency
INL-00300,INV-00041,TKT-00063,base_fare,FIRST,Base fare: First,931970.75,JPY
INL-00301,INV-00041,TKT-00063,tax,GVT,Government Passenger Tax,65237.95,JPY
INL-00302,INV-00041,TKT-00063,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00303,INV-00041,TKT-00063,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00304,INV-00041,,discount,CORP-CORP-005,Discount: Corporate rate: Falcon Logistics International,-93197.08,JPY
INL-00305,INV-00042,TKT-00064,base_fare,BIZFL,Base fare: Business Flex,3655.82,EUR
INL-00306,INV-00042,TKT-00064,tax,GVT,Government Passenger Tax,255.91,EUR
INL-00307,INV-00042,TKT-00064,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00308,INV-00042,TKT-00064,airport_fee,SEC,Security Fee,11.01,EUR
INL-00309,INV-00043,TKT-00065,base_fare,PREMY,Base fare: Premium Economy,1101.94,AUD
INL-00310,INV-00043,TKT-00065,tax,GVT,Government Passenger Tax,77.14,AUD
INL-00311,INV-00043,TKT-00065,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00312,INV-00043,TKT-00065,airport_fee,SEC,Security Fee,18.18,AUD
INL-00313,INV-00043,TKT-00066,base_fare,PREMY,Base fare: Premium Economy,1101.94,AUD
INL-00314,INV-00043,TKT-00066,tax,GVT,Government Passenger Tax,77.14,AUD
INL-00315,INV-00043,TKT-00066,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00316,INV-00043,TKT-00066,airport_fee,SEC,Security Fee,18.18,AUD
INL-00317,INV-00043,,discount,CORP-CORP-005,Discount: Corporate rate: Falcon Logistics International,-220.39,AUD
INL-00318,INV-00044,TKT-00067,base_fare,ECOSV,Base fare: Economy Saver,357.7,EUR
INL-00319,INV-00044,TKT-00067,tax,GVT,Government Passenger Tax,25.04,EUR
INL-00320,INV-00044,TKT-00067,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00321,INV-00044,TKT-00067,airport_fee,SEC,Security Fee,11.01,EUR
INL-00322,INV-00044,TKT-00068,base_fare,ECOSV,Base fare: Economy Saver,357.7,EUR
INL-00323,INV-00044,TKT-00068,tax,GVT,Government Passenger Tax,25.04,EUR
INL-00324,INV-00044,TKT-00068,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00325,INV-00044,TKT-00068,airport_fee,SEC,Security Fee,11.01,EUR
INL-00326,INV-00044,TKT-00068,ancillary,MEALSP,Ancillary service: MEALSP,18.35,EUR
INL-00327,INV-00044,TKT-00069,base_fare,ECOSV,Base fare: Economy Saver,357.7,EUR
INL-00328,INV-00044,TKT-00069,tax,GVT,Government Passenger Tax,25.04,EUR
INL-00329,INV-00044,TKT-00069,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00330,INV-00044,TKT-00069,airport_fee,SEC,Security Fee,11.01,EUR
INL-00331,INV-00045,TKT-00070,base_fare,PREMY,Base fare: Premium Economy,4714.4,AED
INL-00332,INV-00045,TKT-00070,tax,GVT,Government Passenger Tax,330.01,AED
INL-00333,INV-00045,TKT-00070,airport_fee,PSC,Passenger Service Charge,128.53,AED
INL-00334,INV-00045,TKT-00070,airport_fee,SEC,Security Fee,44.07,AED
INL-00335,INV-00045,TKT-00070,ancillary,SEATXL,Ancillary service: SEATXL,220.35,AED
INL-00336,INV-00045,TKT-00071,base_fare,PREMY,Base fare: Premium Economy,4714.4,AED
INL-00337,INV-00045,TKT-00071,tax,GVT,Government Passenger Tax,330.01,AED
INL-00338,INV-00045,TKT-00071,airport_fee,PSC,Passenger Service Charge,128.53,AED
INL-00339,INV-00045,TKT-00071,airport_fee,SEC,Security Fee,44.07,AED
INL-00340,INV-00045,,discount,SUMMER25,Discount: Summer Fixed Discount,-91.81,AED
INL-00341,INV-00046,TKT-00072,base_fare,ECOSV,Base fare: Economy Saver,3761.21,BRL
INL-00342,INV-00046,TKT-00072,tax,GVT,Government Passenger Tax,263.28,BRL
INL-00343,INV-00046,TKT-00072,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-00344,INV-00046,TKT-00072,airport_fee,SEC,Security Fee,70.59,BRL
INL-00345,INV-00047,TKT-00073,base_fare,FIRST,Base fare: First,63581.93,ZAR
INL-00346,INV-00047,TKT-00073,tax,GVT,Government Passenger Tax,4450.73,ZAR
INL-00347,INV-00047,TKT-00073,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00348,INV-00047,TKT-00073,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00349,INV-00048,TKT-00074,base_fare,BIZFL,Base fare: Business Flex,2834.74,GBP
INL-00350,INV-00048,TKT-00074,tax,GVT,Government Passenger Tax,198.43,GBP
INL-00351,INV-00048,TKT-00074,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00352,INV-00048,TKT-00074,airport_fee,SEC,Security Fee,9.45,GBP
INL-00353,INV-00048,TKT-00074,ancillary,SEATXL,Ancillary service: SEATXL,47.24,GBP
INL-00354,INV-00049,TKT-00075,base_fare,BIZFL,Base fare: Business Flex,1801.85,EUR
INL-00355,INV-00049,TKT-00075,tax,GVT,Government Passenger Tax,126.13,EUR
INL-00356,INV-00049,TKT-00075,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00357,INV-00049,TKT-00075,airport_fee,SEC,Security Fee,11.01,EUR
INL-00358,INV-00049,TKT-00076,base_fare,BIZFL,Base fare: Business Flex,1801.85,EUR
INL-00359,INV-00049,TKT-00076,tax,GVT,Government Passenger Tax,126.13,EUR
INL-00360,INV-00049,TKT-00076,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00361,INV-00049,TKT-00076,airport_fee,SEC,Security Fee,11.01,EUR
INL-00362,INV-00049,TKT-00076,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-00363,INV-00050,TKT-00077,base_fare,ECOFL,Base fare: Economy Flex,930.15,AUD
INL-00364,INV-00050,TKT-00077,tax,GVT,Government Passenger Tax,65.11,AUD
INL-00365,INV-00050,TKT-00077,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00366,INV-00050,TKT-00077,airport_fee,SEC,Security Fee,18.18,AUD
INL-00367,INV-00050,TKT-00077,ancillary,LOUNGE,Ancillary service: LOUNGE,83.33,AUD
INL-00368,INV-00050,TKT-00078,base_fare,ECOFL,Base fare: Economy Flex,930.15,AUD
INL-00369,INV-00050,TKT-00078,tax,GVT,Government Passenger Tax,65.11,AUD
INL-00370,INV-00050,TKT-00078,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00371,INV-00050,TKT-00078,airport_fee,SEC,Security Fee,18.18,AUD
INL-00372,INV-00050,TKT-00078,ancillary,WIFI,Ancillary service: WIFI,22.73,AUD
INL-00373,INV-00050,,discount,CORP-CORP-005,Discount: Corporate rate: Falcon Logistics International,-186.03,AUD
INL-00374,INV-00051,TKT-00079,base_fare,BIZFL,Base fare: Business Flex,18009.21,CNY
INL-00375,INV-00051,TKT-00079,tax,GVT,Government Passenger Tax,1260.64,CNY
INL-00376,INV-00051,TKT-00079,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00377,INV-00051,TKT-00079,airport_fee,SEC,Security Fee,86.33,CNY
INL-00378,INV-00051,TKT-00079,ancillary,UPGCB,Ancillary service: UPGCB,1582.73,CNY
INL-00379,INV-00052,TKT-00080,base_fare,ECOSV,Base fare: Economy Saver,303.71,EUR
INL-00380,INV-00052,TKT-00080,tax,GVT,Government Passenger Tax,21.26,EUR
INL-00381,INV-00052,TKT-00080,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00382,INV-00052,TKT-00080,airport_fee,SEC,Security Fee,11.01,EUR
INL-00383,INV-00052,TKT-00080,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-00384,INV-00053,TKT-00081,base_fare,BIZFL,Base fare: Business Flex,6037.64,AUD
INL-00385,INV-00053,TKT-00081,tax,GVT,Government Passenger Tax,422.63,AUD
INL-00386,INV-00053,TKT-00081,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00387,INV-00053,TKT-00081,airport_fee,SEC,Security Fee,18.18,AUD
INL-00388,INV-00053,TKT-00082,base_fare,BIZFL,Base fare: Business Flex,6037.64,AUD
INL-00389,INV-00053,TKT-00082,tax,GVT,Government Passenger Tax,422.63,AUD
INL-00390,INV-00053,TKT-00082,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00391,INV-00053,TKT-00082,airport_fee,SEC,Security Fee,18.18,AUD
INL-00392,INV-00053,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-1449.03,AUD
INL-00393,INV-00054,TKT-00083,base_fare,ECOFL,Base fare: Economy Flex,1217.21,AUD
INL-00394,INV-00054,TKT-00083,tax,GVT,Government Passenger Tax,85.2,AUD
INL-00395,INV-00054,TKT-00083,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00396,INV-00054,TKT-00083,airport_fee,SEC,Security Fee,18.18,AUD
INL-00397,INV-00054,TKT-00083,ancillary,LOUNGE,Ancillary service: LOUNGE,83.33,AUD
INL-00398,INV-00055,TKT-00084,base_fare,BIZFL,Base fare: Business Flex,2559.93,EUR
INL-00399,INV-00055,TKT-00084,tax,GVT,Government Passenger Tax,179.19,EUR
INL-00400,INV-00055,TKT-00084,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00401,INV-00055,TKT-00084,airport_fee,SEC,Security Fee,11.01,EUR
INL-00402,INV-00055,TKT-00084,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-00403,INV-00055,TKT-00084,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-00404,INV-00055,TKT-00085,base_fare,BIZFL,Base fare: Business Flex,2559.93,EUR
INL-00405,INV-00055,TKT-00085,tax,GVT,Government Passenger Tax,179.19,EUR
INL-00406,INV-00055,TKT-00085,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00407,INV-00055,TKT-00085,airport_fee,SEC,Security Fee,11.01,EUR
INL-00408,INV-00055,TKT-00085,ancillary,MEALSP,Ancillary service: MEALSP,18.35,EUR
INL-00409,INV-00055,TKT-00086,base_fare,BIZFL,Base fare: Business Flex,2559.93,EUR
INL-00410,INV-00055,TKT-00086,tax,GVT,Government Passenger Tax,179.19,EUR
INL-00411,INV-00055,TKT-00086,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00412,INV-00055,TKT-00086,airport_fee,SEC,Security Fee,11.01,EUR
INL-00413,INV-00056,TKT-00087,base_fare,PREMY,Base fare: Premium Economy,37146.2,TRY
INL-00414,INV-00056,TKT-00087,tax,GVT,Government Passenger Tax,2600.23,TRY
INL-00415,INV-00056,TKT-00087,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-00416,INV-00056,TKT-00087,airport_fee,SEC,Security Fee,400.0,TRY
INL-00417,INV-00056,TKT-00088,base_fare,PREMY,Base fare: Premium Economy,37146.2,TRY
INL-00418,INV-00056,TKT-00088,tax,GVT,Government Passenger Tax,2600.23,TRY
INL-00419,INV-00056,TKT-00088,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-00420,INV-00056,TKT-00088,airport_fee,SEC,Security Fee,400.0,TRY
INL-00421,INV-00056,TKT-00089,base_fare,PREMY,Base fare: Premium Economy,37146.2,TRY
INL-00422,INV-00056,TKT-00089,tax,GVT,Government Passenger Tax,2600.23,TRY
INL-00423,INV-00056,TKT-00089,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-00424,INV-00056,TKT-00089,airport_fee,SEC,Security Fee,400.0,TRY
INL-00425,INV-00056,,discount,CORP-CORP-003,Discount: Corporate rate: Solenne Cosmetiques,-8915.09,TRY
INL-00426,INV-00057,TKT-00090,base_fare,PREMY,Base fare: Premium Economy,3516.51,BRL
INL-00427,INV-00057,TKT-00090,tax,GVT,Government Passenger Tax,246.16,BRL
INL-00428,INV-00057,TKT-00090,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-00429,INV-00057,TKT-00090,airport_fee,SEC,Security Fee,70.59,BRL
INL-00430,INV-00057,TKT-00091,base_fare,PREMY,Base fare: Premium Economy,3516.51,BRL
INL-00431,INV-00057,TKT-00091,tax,GVT,Government Passenger Tax,246.16,BRL
INL-00432,INV-00057,TKT-00091,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-00433,INV-00057,TKT-00091,airport_fee,SEC,Security Fee,70.59,BRL
INL-00434,INV-00057,TKT-00091,ancillary,SEATXL,Ancillary service: SEATXL,352.94,BRL
INL-00435,INV-00058,TKT-00092,base_fare,BIZFL,Base fare: Business Flex,1619.24,AUD
INL-00436,INV-00058,TKT-00092,tax,GVT,Government Passenger Tax,113.35,AUD
INL-00437,INV-00058,TKT-00092,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00438,INV-00058,TKT-00092,airport_fee,SEC,Security Fee,18.18,AUD
INL-00439,INV-00058,TKT-00093,base_fare,BIZFL,Base fare: Business Flex,1619.24,AUD
INL-00440,INV-00058,TKT-00093,tax,GVT,Government Passenger Tax,113.35,AUD
INL-00441,INV-00058,TKT-00093,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00442,INV-00058,TKT-00093,airport_fee,SEC,Security Fee,18.18,AUD
INL-00443,INV-00059,TKT-00094,base_fare,PREMY,Base fare: Premium Economy,20099.55,ZAR
INL-00444,INV-00059,TKT-00094,tax,GVT,Government Passenger Tax,1406.97,ZAR
INL-00445,INV-00059,TKT-00094,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00446,INV-00059,TKT-00094,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00447,INV-00059,TKT-00094,ancillary,WIFI,Ancillary service: WIFI,277.78,ZAR
INL-00448,INV-00059,TKT-00095,base_fare,PREMY,Base fare: Premium Economy,20099.55,ZAR
INL-00449,INV-00059,TKT-00095,tax,GVT,Government Passenger Tax,1406.97,ZAR
INL-00450,INV-00059,TKT-00095,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00451,INV-00059,TKT-00095,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00452,INV-00060,TKT-00096,base_fare,ECOFL,Base fare: Economy Flex,631.82,GBP
INL-00453,INV-00060,TKT-00096,tax,GVT,Government Passenger Tax,44.23,GBP
INL-00454,INV-00060,TKT-00096,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00455,INV-00060,TKT-00096,airport_fee,SEC,Security Fee,9.45,GBP
INL-00456,INV-00060,TKT-00097,base_fare,ECOFL,Base fare: Economy Flex,631.82,GBP
INL-00457,INV-00060,TKT-00097,tax,GVT,Government Passenger Tax,44.23,GBP
INL-00458,INV-00060,TKT-00097,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00459,INV-00060,TKT-00097,airport_fee,SEC,Security Fee,9.45,GBP
INL-00460,INV-00060,TKT-00098,base_fare,ECOFL,Base fare: Economy Flex,631.82,GBP
INL-00461,INV-00060,TKT-00098,tax,GVT,Government Passenger Tax,44.23,GBP
INL-00462,INV-00060,TKT-00098,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00463,INV-00060,TKT-00098,airport_fee,SEC,Security Fee,9.45,GBP
INL-00464,INV-00060,,discount,CORP-CORP-003,Discount: Corporate rate: Solenne Cosmetiques,-151.64,GBP
INL-00465,INV-00061,TKT-00099,base_fare,FIRST,Base fare: First,6114.92,EUR
INL-00466,INV-00061,TKT-00099,tax,GVT,Government Passenger Tax,428.04,EUR
INL-00467,INV-00061,TKT-00099,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00468,INV-00061,TKT-00099,airport_fee,SEC,Security Fee,11.01,EUR
INL-00469,INV-00061,TKT-00099,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-00470,INV-00061,TKT-00099,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-00471,INV-00062,TKT-00100,base_fare,ECOFL,Base fare: Economy Flex,416.44,EUR
INL-00472,INV-00062,TKT-00100,tax,GVT,Government Passenger Tax,29.15,EUR
INL-00473,INV-00062,TKT-00100,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00474,INV-00062,TKT-00100,airport_fee,SEC,Security Fee,11.01,EUR
INL-00475,INV-00062,TKT-00101,base_fare,ECOFL,Base fare: Economy Flex,416.44,EUR
INL-00476,INV-00062,TKT-00101,tax,GVT,Government Passenger Tax,29.15,EUR
INL-00477,INV-00062,TKT-00101,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00478,INV-00062,TKT-00101,airport_fee,SEC,Security Fee,11.01,EUR
INL-00479,INV-00063,TKT-00102,base_fare,BIZFL,Base fare: Business Flex,2955.78,EUR
INL-00480,INV-00063,TKT-00102,tax,GVT,Government Passenger Tax,206.9,EUR
INL-00481,INV-00063,TKT-00102,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00482,INV-00063,TKT-00102,airport_fee,SEC,Security Fee,11.01,EUR
INL-00483,INV-00064,TKT-00103,base_fare,ECOSV,Base fare: Economy Saver,465.15,CAD
INL-00484,INV-00064,TKT-00103,tax,GVT,Government Passenger Tax,32.56,CAD
INL-00485,INV-00064,TKT-00103,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00486,INV-00064,TKT-00103,airport_fee,SEC,Security Fee,16.22,CAD
INL-00487,INV-00065,TKT-00104,base_fare,ECOFL,Base fare: Economy Flex,506.54,USD
INL-00488,INV-00065,TKT-00104,tax,GVT,Government Passenger Tax,35.46,USD
INL-00489,INV-00065,TKT-00104,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-00490,INV-00065,TKT-00104,airport_fee,SEC,Security Fee,12.0,USD
INL-00491,INV-00065,TKT-00104,ancillary,LOUNGE,Ancillary service: LOUNGE,55.0,USD
INL-00492,INV-00065,TKT-00105,base_fare,ECOFL,Base fare: Economy Flex,506.54,USD
INL-00493,INV-00065,TKT-00105,tax,GVT,Government Passenger Tax,35.46,USD
INL-00494,INV-00065,TKT-00105,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-00495,INV-00065,TKT-00105,airport_fee,SEC,Security Fee,12.0,USD
INL-00496,INV-00065,TKT-00106,base_fare,ECOFL,Base fare: Economy Flex,506.54,USD
INL-00497,INV-00065,TKT-00106,tax,GVT,Government Passenger Tax,35.46,USD
INL-00498,INV-00065,TKT-00106,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-00499,INV-00065,TKT-00106,airport_fee,SEC,Security Fee,12.0,USD
INL-00500,INV-00066,TKT-00107,base_fare,PREMY,Base fare: Premium Economy,30038.09,ZAR
INL-00501,INV-00066,TKT-00107,tax,GVT,Government Passenger Tax,2102.67,ZAR
INL-00502,INV-00066,TKT-00107,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00503,INV-00066,TKT-00107,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00504,INV-00066,TKT-00108,base_fare,PREMY,Base fare: Premium Economy,30038.09,ZAR
INL-00505,INV-00066,TKT-00108,tax,GVT,Government Passenger Tax,2102.67,ZAR
INL-00506,INV-00066,TKT-00108,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00507,INV-00066,TKT-00108,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00508,INV-00066,TKT-00109,base_fare,PREMY,Base fare: Premium Economy,30038.09,ZAR
INL-00509,INV-00066,TKT-00109,tax,GVT,Government Passenger Tax,2102.67,ZAR
INL-00510,INV-00066,TKT-00109,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00511,INV-00066,TKT-00109,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00512,INV-00066,TKT-00109,ancillary,MEALSP,Ancillary service: MEALSP,370.37,ZAR
INL-00513,INV-00066,TKT-00109,ancillary,SEATXL,Ancillary service: SEATXL,1111.11,ZAR
INL-00514,INV-00067,TKT-00110,base_fare,FIRST,Base fare: First,6328.65,EUR
INL-00515,INV-00067,TKT-00110,tax,GVT,Government Passenger Tax,443.01,EUR
INL-00516,INV-00067,TKT-00110,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00517,INV-00067,TKT-00110,airport_fee,SEC,Security Fee,11.01,EUR
INL-00518,INV-00068,TKT-00111,base_fare,ECOFL,Base fare: Economy Flex,618.41,EUR
INL-00519,INV-00068,TKT-00111,tax,GVT,Government Passenger Tax,43.29,EUR
INL-00520,INV-00068,TKT-00111,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00521,INV-00068,TKT-00111,airport_fee,SEC,Security Fee,11.01,EUR
INL-00522,INV-00068,TKT-00112,base_fare,ECOFL,Base fare: Economy Flex,618.41,EUR
INL-00523,INV-00068,TKT-00112,tax,GVT,Government Passenger Tax,43.29,EUR
INL-00524,INV-00068,TKT-00112,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00525,INV-00068,TKT-00112,airport_fee,SEC,Security Fee,11.01,EUR
INL-00526,INV-00068,TKT-00113,base_fare,ECOFL,Base fare: Economy Flex,618.41,EUR
INL-00527,INV-00068,TKT-00113,tax,GVT,Government Passenger Tax,43.29,EUR
INL-00528,INV-00068,TKT-00113,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00529,INV-00068,TKT-00113,airport_fee,SEC,Security Fee,11.01,EUR
INL-00530,INV-00068,TKT-00113,ancillary,WIFI,Ancillary service: WIFI,13.76,EUR
INL-00531,INV-00068,,discount,CORP-CORP-003,Discount: Corporate rate: Solenne Cosmetiques,-148.42,EUR
INL-00532,INV-00069,TKT-00114,base_fare,PREMY,Base fare: Premium Economy,13246.5,ZAR
INL-00533,INV-00069,TKT-00114,tax,GVT,Government Passenger Tax,927.26,ZAR
INL-00534,INV-00069,TKT-00114,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00535,INV-00069,TKT-00114,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00536,INV-00069,TKT-00114,ancillary,LOUNGE,Ancillary service: LOUNGE,1018.52,ZAR
INL-00537,INV-00069,TKT-00114,ancillary,MEALSP,Ancillary service: MEALSP,370.37,ZAR
INL-00538,INV-00069,TKT-00115,base_fare,PREMY,Base fare: Premium Economy,13246.5,ZAR
INL-00539,INV-00069,TKT-00115,tax,GVT,Government Passenger Tax,927.26,ZAR
INL-00540,INV-00069,TKT-00115,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00541,INV-00069,TKT-00115,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00542,INV-00070,TKT-00116,base_fare,ECOFL,Base fare: Economy Flex,3802.39,ZAR
INL-00543,INV-00070,TKT-00116,tax,GVT,Government Passenger Tax,266.17,ZAR
INL-00544,INV-00070,TKT-00116,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00545,INV-00070,TKT-00116,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00546,INV-00070,TKT-00117,base_fare,ECOFL,Base fare: Economy Flex,3802.39,ZAR
INL-00547,INV-00070,TKT-00117,tax,GVT,Government Passenger Tax,266.17,ZAR
INL-00548,INV-00070,TKT-00117,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00549,INV-00070,TKT-00117,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00550,INV-00070,TKT-00117,ancillary,WIFI,Ancillary service: WIFI,277.78,ZAR
INL-00551,INV-00071,TKT-00118,base_fare,PREMY,Base fare: Premium Economy,1121.48,AUD
INL-00552,INV-00071,TKT-00118,tax,GVT,Government Passenger Tax,78.5,AUD
INL-00553,INV-00071,TKT-00118,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00554,INV-00071,TKT-00118,airport_fee,SEC,Security Fee,18.18,AUD
INL-00555,INV-00071,TKT-00118,ancillary,SEATXL,Ancillary service: SEATXL,90.91,AUD
INL-00556,INV-00072,TKT-00119,base_fare,PREMY,Base fare: Premium Economy,1000.23,CAD
INL-00557,INV-00072,TKT-00119,tax,GVT,Government Passenger Tax,70.02,CAD
INL-00558,INV-00072,TKT-00119,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00559,INV-00072,TKT-00119,airport_fee,SEC,Security Fee,16.22,CAD
INL-00560,INV-00072,TKT-00119,ancillary,LOUNGE,Ancillary service: LOUNGE,74.32,CAD
INL-00561,INV-00072,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-150.03,CAD
INL-00562,INV-00073,TKT-00120,base_fare,ECOSV,Base fare: Economy Saver,958.71,AUD
INL-00563,INV-00073,TKT-00120,tax,GVT,Government Passenger Tax,67.11,AUD
INL-00564,INV-00073,TKT-00120,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00565,INV-00073,TKT-00120,airport_fee,SEC,Security Fee,18.18,AUD
INL-00566,INV-00073,TKT-00121,base_fare,ECOSV,Base fare: Economy Saver,958.71,AUD
INL-00567,INV-00073,TKT-00121,tax,GVT,Government Passenger Tax,67.11,AUD
INL-00568,INV-00073,TKT-00121,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00569,INV-00073,TKT-00121,airport_fee,SEC,Security Fee,18.18,AUD
INL-00570,INV-00073,TKT-00121,ancillary,WIFI,Ancillary service: WIFI,22.73,AUD
INL-00571,INV-00073,TKT-00121,ancillary,BAG20,Ancillary service: BAG20,68.18,AUD
INL-00572,INV-00073,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-230.09,AUD
INL-00573,INV-00074,TKT-00122,base_fare,BIZFL,Base fare: Business Flex,2855.22,CAD
INL-00574,INV-00074,TKT-00122,tax,GVT,Government Passenger Tax,199.87,CAD
INL-00575,INV-00074,TKT-00122,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00576,INV-00074,TKT-00122,airport_fee,SEC,Security Fee,16.22,CAD
INL-00577,INV-00074,TKT-00123,base_fare,BIZFL,Base fare: Business Flex,2855.22,CAD
INL-00578,INV-00074,TKT-00123,tax,GVT,Government Passenger Tax,199.87,CAD
INL-00579,INV-00074,TKT-00123,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00580,INV-00074,TKT-00123,airport_fee,SEC,Security Fee,16.22,CAD
INL-00581,INV-00075,TKT-00124,base_fare,ECOFL,Base fare: Economy Flex,5779.57,CNY
INL-00582,INV-00075,TKT-00124,tax,GVT,Government Passenger Tax,404.57,CNY
INL-00583,INV-00075,TKT-00124,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00584,INV-00075,TKT-00124,airport_fee,SEC,Security Fee,86.33,CNY
INL-00585,INV-00076,TKT-00125,base_fare,PREMY,Base fare: Premium Economy,1014.57,SGD
INL-00586,INV-00076,TKT-00125,tax,GVT,Government Passenger Tax,71.02,SGD
INL-00587,INV-00076,TKT-00125,airport_fee,PSC,Passenger Service Charge,46.98,SGD
INL-00588,INV-00076,TKT-00125,airport_fee,SEC,Security Fee,16.11,SGD
INL-00589,INV-00077,TKT-00126,base_fare,PREMY,Base fare: Premium Economy,108549.1,JPY
INL-00590,INV-00077,TKT-00126,tax,GVT,Government Passenger Tax,7598.44,JPY
INL-00591,INV-00077,TKT-00126,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00592,INV-00077,TKT-00126,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00593,INV-00077,,discount,CORP-CORP-003,Discount: Corporate rate: Solenne Cosmetiques,-8683.93,JPY
INL-00594,INV-00078,TKT-00127,base_fare,ECOFL,Base fare: Economy Flex,27049.83,TRY
INL-00595,INV-00078,TKT-00127,tax,GVT,Government Passenger Tax,1893.49,TRY
INL-00596,INV-00078,TKT-00127,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
