flight_instance_id,schedule_id,flight_number,flight_date,origin_ident,destination_ident,aircraft_registration,scheduled_departure_utc,scheduled_arrival_utc,status
FLT-00184,SCH-00011,ZM103,2026-01-15,EGLL,KSFO,GB-ZM002,2026-01-15T06:00:00Z,2026-01-15T16:19:00Z,scheduled
FLT-00185,SCH-00011,ZM103,2026-01-17,EGLL,KSFO,GB-ZM003,2026-01-17T06:00:00Z,2026-01-17T16:19:00Z,scheduled
FLT-00186,SCH-00011,ZM103,2026-01-20,EGLL,KSFO,GB-ZM004,2026-01-20T06:00:00Z,2026-01-20T16:19:00Z,scheduled
FLT-00187,SCH-00011,ZM103,2026-01-22,EGLL,KSFO,GB-ZM001,2026-01-22T06:00:00Z,2026-01-22T16:19:00Z,scheduled
FLT-00188,SCH-00012,ZM104,2025-12-25,KSFO,EGLL,GB-ZM001,2025-12-25T17:30:00Z,2025-12-26T03:49:00Z,completed
FLT-00189,SCH-00012,ZM104,2025-12-26,KSFO,EGLL,GB-ZM002,2025-12-26T17:30:00Z,2025-12-27T03:49:00Z,completed
FLT-00190,SCH-00012,ZM104,2025-12-27,KSFO,EGLL,GB-ZM003,2025-12-27T17:30:00Z,2025-12-28T03:49:00Z,completed
FLT-00191,SCH-00012,ZM104,2025-12-28,KSFO,EGLL,GB-ZM004,2025-12-28T17:30:00Z,2025-12-29T03:49:00Z,completed
FLT-00192,SCH-00012,ZM104,2025-12-29,KSFO,EGLL,GB-ZM001,2025-12-29T17:30:00Z,2025-12-30T03:49:00Z,completed
FLT-00193,SCH-00012,ZM104,2025-12-30,KSFO,EGLL,GB-ZM002,2025-12-30T17:30:00Z,2025-12-31T03:49:00Z,completed
FLT-00194,SCH-00012,ZM104,2025-12-31,KSFO,EGLL,GB-ZM003,2025-12-31T17:30:00Z,2026-01-01T03:49:00Z,completed
FLT-00195,SCH-00012,ZM104,2026-01-01,KSFO,EGLL,GB-ZM004,2026-01-01T17:30:00Z,2026-01-02T03:49:00Z,completed
FLT-00196,SCH-00012,ZM104,2026-01-02,KSFO,EGLL,GB-ZM001,2026-01-02T17:30:00Z,2026-01-03T03:49:00Z,completed
FLT-00197,SCH-00012,ZM104,2026-01-03,KSFO,EGLL,GB-ZM002,2026-01-03T17:30:00Z,2026-01-04T03:49:00Z,completed
FLT-00198,SCH-00012,ZM104,2026-01-04,KSFO,EGLL,GB-ZM003,2026-01-04T17:30:00Z,2026-01-05T03:49:00Z,completed
FLT-00199,SCH-00012,ZM104,2026-01-05,KSFO,EGLL,GB-ZM004,2026-01-05T17:30:00Z,2026-01-06T03:49:00Z,completed
FLT-00200,SCH-00012,ZM104,2026-01-06,KSFO,EGLL,GB-ZM001,2026-01-06T17:30:00Z,2026-01-07T03:49:00Z,completed
FLT-00201,SCH-00012,ZM104,2026-01-07,KSFO,EGLL,GB-ZM002,2026-01-07T17:30:00Z,2026-01-08T03:49:00Z,completed
FLT-00202,SCH-00012,ZM104,2026-01-08,KSFO,EGLL,GB-ZM003,2026-01-08T17:30:00Z,2026-01-09T03:49:00Z,completed
FLT-00203,SCH-00012,ZM104,2026-01-09,KSFO,EGLL,GB-ZM004,2026-01-09T17:30:00Z,2026-01-10T03:49:00Z,completed
FLT-00204,SCH-00012,ZM104,2026-01-10,KSFO,EGLL,GB-ZM001,2026-01-10T17:30:00Z,2026-01-11T03:49:00Z,completed
FLT-00205,SCH-00012,ZM104,2026-01-11,KSFO,EGLL,GB-ZM002,2026-01-11T17:30:00Z,2026-01-12T03:49:00Z,completed
FLT-00206,SCH-00012,ZM104,2026-01-12,KSFO,EGLL,GB-ZM003,2026-01-12T17:30:00Z,2026-01-13T03:49:00Z,completed
FLT-00207,SCH-00012,ZM104,2026-01-13,KSFO,EGLL,GB-ZM004,2026-01-13T17:30:00Z,2026-01-14T03:49:00Z,completed
FLT-00208,SCH-00012,ZM104,2026-01-14,KSFO,EGLL,GB-ZM001,2026-01-14T17:30:00Z,2026-01-15T03:49:00Z,completed
FLT-00209,SCH-00012,ZM104,2026-01-15,KSFO,EGLL,GB-ZM002,2026-01-15T17:30:00Z,2026-01-16T03:49:00Z,scheduled
FLT-00210,SCH-00012,ZM104,2026-01-16,KSFO,EGLL,GB-ZM003,2026-01-16T17:30:00Z,2026-01-17T03:49:00Z,scheduled
FLT-00211,SCH-00012,ZM104,2026-01-17,KSFO,EGLL,GB-ZM004,2026-01-17T17:30:00Z,2026-01-18T03:49:00Z,scheduled
FLT-00212,SCH-00012,ZM104,2026-01-18,KSFO,EGLL,GB-ZM001,2026-01-18T17:30:00Z,2026-01-19T03:49:00Z,scheduled
FLT-00213,SCH-00012,ZM104,2026-01-19,KSFO,EGLL,GB-ZM002,2026-01-19T17:30:00Z,2026-01-20T03:49:00Z,scheduled
FLT-00214,SCH-00012,ZM104,2026-01-20,KSFO,EGLL,GB-ZM003,2026-01-20T17:30:00Z,2026-01-21T03:49:00Z,scheduled
FLT-00215,SCH-00012,ZM104,2026-01-21,KSFO,EGLL,GB-ZM004,2026-01-21T17:30:00Z,2026-01-22T03:49:00Z,scheduled
FLT-00216,SCH-00012,ZM104,2026-01-22,KSFO,EGLL,GB-ZM001,2026-01-22T17:30:00Z,2026-01-23T03:49:00Z,scheduled
FLT-00217,SCH-00013,ZM105,2025-12-26,EGLL,OMDB,GB-ZM003,2025-12-26T12:00:00Z,2025-12-26T19:18:00Z,completed
FLT-00218,SCH-00013,ZM105,2025-12-29,EGLL,OMDB,GB-ZM003,2025-12-29T12:00:00Z,2025-12-29T19:18:00Z,completed
FLT-00219,SCH-00013,ZM105,2025-12-31,EGLL,OMDB,GB-ZM003,2025-12-31T12:00:00Z,2025-12-31T19:18:00Z,completed
FLT-00220,SCH-00013,ZM105,2026-01-02,EGLL,OMDB,GB-ZM003,2026-01-02T12:00:00Z,2026-01-02T19:18:00Z,completed
FLT-00221,SCH-00013,ZM105,2026-01-05,EGLL,OMDB,GB-ZM003,2026-01-05T12:00:00Z,2026-01-05T19:18:00Z,completed
FLT-00222,SCH-00013,ZM105,2026-01-07,EGLL,OMDB,GB-ZM003,2026-01-07T12:00:00Z,2026-01-07T19:18:00Z,completed
FLT-00223,SCH-00013,ZM105,2026-01-09,EGLL,OMDB,GB-ZM003,2026-01-09T12:00:00Z,2026-01-09T19:18:00Z,completed
FLT-00224,SCH-00013,ZM105,2026-01-12,EGLL,OMDB,GB-ZM003,2026-01-12T12:00:00Z,2026-01-12T19:18:00Z,completed
FLT-00225,SCH-00013,ZM105,2026-01-14,EGLL,OMDB,GB-ZM003,2026-01-14T12:00:00Z,2026-01-14T19:18:00Z,completed
FLT-00226,SCH-00013,ZM105,2026-01-16,EGLL,OMDB,GB-ZM003,2026-01-16T12:00:00Z,2026-01-16T19:18:00Z,scheduled
FLT-00227,SCH-00013,ZM105,2026-01-19,EGLL,OMDB,GB-ZM003,2026-01-19T12:00:00Z,2026-01-19T19:18:00Z,scheduled
FLT-00228,SCH-00013,ZM105,2026-01-21,EGLL,OMDB,GB-ZM003,2026-01-21T12:00:00Z,2026-01-21T19:18:00Z,scheduled
FLT-00229,SCH-00014,ZM106,2025-12-25,OMDB,EGLL,GB-ZM003,2025-12-25T11:30:00Z,2025-12-25T18:48:00Z,completed
FLT-00230,SCH-00014,ZM106,2025-12-27,OMDB,EGLL,GB-ZM003,2025-12-27T11:30:00Z,2025-12-27T18:48:00Z,completed
FLT-00231,SCH-00014,ZM106,2025-12-30,OMDB,EGLL,GB-ZM003,2025-12-30T11:30:00Z,2025-12-30T18:48:00Z,completed
FLT-00232,SCH-00014,ZM106,2026-01-01,OMDB,EGLL,GB-ZM003,2026-01-01T11:30:00Z,2026-01-01T18:48:00Z,completed
FLT-00233,SCH-00014,ZM106,2026-01-03,OMDB,EGLL,GB-ZM003,2026-01-03T11:30:00Z,2026-01-03T18:48:00Z,completed
FLT-00234,SCH-00014,ZM106,2026-01-06,OMDB,EGLL,GB-ZM003,2026-01-06T11:30:00Z,2026-01-06T18:48:00Z,completed
FLT-00235,SCH-00014,ZM106,2026-01-08,OMDB,EGLL,GB-ZM003,2026-01-08T11:30:00Z,2026-01-08T18:48:00Z,completed
FLT-00236,SCH-00014,ZM106,2026-01-10,OMDB,EGLL,GB-ZM003,2026-01-10T11:30:00Z,2026-01-10T18:48:00Z,completed
FLT-00237,SCH-00014,ZM106,2026-01-13,OMDB,EGLL,GB-ZM003,2026-01-13T11:30:00Z,2026-01-13T18:48:00Z,completed
FLT-00238,SCH-00014,ZM106,2026-01-15,OMDB,EGLL,GB-ZM003,2026-01-15T11:30:00Z,2026-01-15T18:48:00Z,scheduled
FLT-00239,SCH-00014,ZM106,2026-01-17,OMDB,EGLL,GB-ZM003,2026-01-17T11:30:00Z,2026-01-17T18:48:00Z,scheduled
FLT-00240,SCH-00014,ZM106,2026-01-20,OMDB,EGLL,GB-ZM003,2026-01-20T11:30:00Z,2026-01-20T18:48:00Z,scheduled
FLT-00241,SCH-00014,ZM106,2026-01-22,OMDB,EGLL,GB-ZM003,2026-01-22T11:30:00Z,2026-01-22T18:48:00Z,scheduled
FLT-00242,SCH-00015,ZM107,2025-12-25,EGLL,LIRF,GB-ZM001,2025-12-25T18:00:00Z,2025-12-25T20:33:00Z,completed
FLT-00243,SCH-00015,ZM107,2025-12-26,EGLL,LIRF,GB-ZM004,2025-12-26T18:00:00Z,2025-12-26T20:33:00Z,completed
FLT-00244,SCH-00015,ZM107,2025-12-27,EGLL,LIRF,GB-ZM001,2025-12-27T18:00:00Z,2025-12-27T20:33:00Z,completed
FLT-00245,SCH-00015,ZM107,2025-12-28,EGLL,LIRF,GB-ZM004,2025-12-28T18:00:00Z,2025-12-28T20:33:00Z,completed
FLT-00246,SCH-00015,ZM107,2025-12-29,EGLL,LIRF,GB-ZM001,2025-12-29T18:00:00Z,2025-12-29T20:33:00Z,completed
FLT-00247,SCH-00015,ZM107,2025-12-30,EGLL,LIRF,GB-ZM004,2025-12-30T18:00:00Z,2025-12-30T20:33:00Z,completed
FLT-00248,SCH-00015,ZM107,2025-12-31,EGLL,LIRF,GB-ZM001,2025-12-31T18:00:00Z,2025-12-31T20:33:00Z,completed
FLT-00249,SCH-00015,ZM107,2026-01-01,EGLL,LIRF,GB-ZM004,2026-01-01T18:00:00Z,2026-01-01T20:33:00Z,completed
FLT-00250,SCH-00015,ZM107,2026-01-02,EGLL,LIRF,GB-ZM001,2026-01-02T18:00:00Z,2026-01-02T20:33:00Z,completed
FLT-00251,SCH-00015,ZM107,2026-01-03,EGLL,LIRF,GB-ZM004,2026-01-03T18:00:00Z,2026-01-03T20:33:00Z,completed
FLT-00252,SCH-00015,ZM107,2026-01-04,EGLL,LIRF,GB-ZM001,2026-01-04T18:00:00Z,2026-01-04T20:33:00Z,completed
FLT-00253,SCH-00015,ZM107,2026-01-05,EGLL,LIRF,GB-ZM004,2026-01-05T18:00:00Z,2026-01-05T20:33:00Z,completed
FLT-00254,SCH-00015,ZM107,2026-01-06,EGLL,LIRF,GB-ZM001,2026-01-06T18:00:00Z,2026-01-06T20:33:00Z,completed
FLT-00255,SCH-00015,ZM107,2026-01-07,EGLL,LIRF,GB-ZM004,2026-01-07T18:00:00Z,2026-01-07T20:33:00Z,completed
FLT-00256,SCH-00015,ZM107,2026-01-08,EGLL,LIRF,GB-ZM001,2026-01-08T18:00:00Z,2026-01-08T20:33:00Z,completed
FLT-00257,SCH-00015,ZM107,2026-01-09,EGLL,LIRF,GB-ZM004,2026-01-09T18:00:00Z,2026-01-09T20:33:00Z,completed
FLT-00258,SCH-00015,ZM107,2026-01-10,EGLL,LIRF,GB-ZM001,2026-01-10T18:00:00Z,2026-01-10T20:33:00Z,completed
FLT-00259,SCH-00015,ZM107,2026-01-11,EGLL,LIRF,GB-ZM004,2026-01-11T18:00:00Z,2026-01-11T20:33:00Z,completed
FLT-00260,SCH-00015,ZM107,2026-01-12,EGLL,LIRF,GB-ZM001,2026-01-12T18:00:00Z,2026-01-12T20:33:00Z,completed
FLT-00261,SCH-00015,ZM107,2026-01-13,EGLL,LIRF,GB-ZM004,2026-01-13T18:00:00Z,2026-01-13T20:33:00Z,completed
FLT-00262,SCH-00015,ZM107,2026-01-14,EGLL,LIRF,GB-ZM001,2026-01-14T18:00:00Z,2026-01-14T20:33:00Z,completed
FLT-00263,SCH-00015,ZM107,2026-01-15,EGLL,LIRF,GB-ZM004,2026-01-15T18:00:00Z,2026-01-15T20:33:00Z,scheduled
FLT-00264,SCH-00015,ZM107,2026-01-16,EGLL,LIRF,GB-ZM001,2026-01-16T18:00:00Z,2026-01-16T20:33:00Z,scheduled
FLT-00265,SCH-00015,ZM107,2026-01-17,EGLL,LIRF,GB-ZM004,2026-01-17T18:00:00Z,2026-01-17T20:33:00Z,scheduled
FLT-00266,SCH-00015,ZM107,2026-01-18,EGLL,LIRF,GB-ZM001,2026-01-18T18:00:00Z,2026-01-18T20:33:00Z,scheduled
FLT-00267,SCH-00015,ZM107,2026-01-19,EGLL,LIRF,GB-ZM004,2026-01-19T18:00:00Z,2026-01-19T20:33:00Z,scheduled
FLT-00268,SCH-00015,ZM107,2026-01-20,EGLL,LIRF,GB-ZM001,2026-01-20T18:00:00Z,2026-01-20T20:33:00Z,scheduled
FLT-00269,SCH-00015,ZM107,2026-01-21,EGLL,LIRF,GB-ZM004,2026-01-21T18:00:00Z,2026-01-21T20:33:00Z,scheduled
FLT-00270,SCH-00015,ZM107,2026-01-22,EGLL,LIRF,GB-ZM001,2026-01-22T18:00:00Z,2026-01-22T20:33:00Z,scheduled
FLT-00271,SCH-00016,ZM108,2025-12-26,LIRF,EGLL,GB-ZM001,2025-12-26T05:30:00Z,2025-12-26T08:03:00Z,completed
FLT-00272,SCH-00016,ZM108,2025-12-29,LIRF,EGLL,GB-ZM004,2025-12-29T05:30:00Z,2025-12-29T08:03:00Z,completed
FLT-00273,SCH-00016,ZM108,2025-12-31,LIRF,EGLL,GB-ZM001,2025-12-31T05:30:00Z,2025-12-31T08:03:00Z,completed
FLT-00274,SCH-00016,ZM108,2026-01-02,LIRF,EGLL,GB-ZM004,2026-01-02T05:30:00Z,2026-01-02T08:03:00Z,completed
FLT-00275,SCH-00016,ZM108,2026-01-05,LIRF,EGLL,GB-ZM001,2026-01-05T05:30:00Z,2026-01-05T08:03:00Z,completed
FLT-00276,SCH-00016,ZM108,2026-01-07,LIRF,EGLL,GB-ZM004,2026-01-07T05:30:00Z,2026-01-07T08:03:00Z,completed
FLT-00277,SCH-00016,ZM108,2026-01-09,LIRF,EGLL,GB-ZM001,2026-01-09T05:30:00Z,2026-01-09T08:03:00Z,completed
FLT-00278,SCH-00016,ZM108,2026-01-12,LIRF,EGLL,GB-ZM004,2026-01-12T05:30:00Z,2026-01-12T08:03:00Z,completed
FLT-00279,SCH-00016,ZM108,2026-01-14,LIRF,EGLL,GB-ZM001,2026-01-14T05:30:00Z,2026-01-14T08:03:00Z,completed
FLT-00280,SCH-00016,ZM108,2026-01-16,LIRF,EGLL,GB-ZM004,2026-01-16T05:30:00Z,2026-01-16T08:03:00Z,scheduled
FLT-00281,SCH-00016,ZM108,2026-01-19,LIRF,EGLL,GB-ZM001,2026-01-19T05:30:00Z,2026-01-19T08:03:00Z,scheduled
FLT-00282,SCH-00016,ZM108,2026-01-21,LIRF,EGLL,GB-ZM004,2026-01-21T05:30:00Z,2026-01-21T08:03:00Z,scheduled
FLT-00283,SCH-00017,SL101,2025-12-25,LFPG,KORD,FR-SL001,2025-12-25T08:00:00Z,2025-12-25T16:09:00Z,completed
FLT-00284,SCH-00017,SL101,2025-12-27,LFPG,KORD,FR-SL002,2025-12-27T08:00:00Z,2025-12-27T16:09:00Z,completed
FLT-00285,SCH-00017,SL101,2025-12-30,LFPG,KORD,FR-SL003,2025-12-30T08:00:00Z,2025-12-30T16:09:00Z,completed
FLT-00286,SCH-00017,SL101,2026-01-01,LFPG,KORD,FR-SL004,2026-01-01T08:00:00Z,2026-01-01T16:09:00Z,completed
FLT-00287,SCH-00017,SL101,2026-01-03,LFPG,KORD,FR-SL001,2026-01-03T08:00:00Z,2026-01-03T16:09:00Z,completed
FLT-00288,SCH-00017,SL101,2026-01-06,LFPG,KORD,FR-SL002,2026-01-06T08:00:00Z,2026-01-06T16:09:00Z,completed
FLT-00289,SCH-00017,SL101,2026-01-08,LFPG,KORD,FR-SL003,2026-01-08T08:00:00Z,2026-01-08T16:09:00Z,completed
FLT-00290,SCH-00017,SL101,2026-01-10,LFPG,KORD,FR-SL004,2026-01-10T08:00:00Z,2026-01-10T16:09:00Z,completed
FLT-00291,SCH-00017,SL101,2026-01-13,LFPG,KORD,FR-SL001,2026-01-13T08:00:00Z,2026-01-13T16:09:00Z,completed
FLT-00292,SCH-00017,SL101,2026-01-15,LFPG,KORD,FR-SL002,2026-01-15T08:00:00Z,2026-01-15T16:09:00Z,scheduled
FLT-00293,SCH-00017,SL101,2026-01-17,LFPG,KORD,FR-SL003,2026-01-17T08:00:00Z,2026-01-17T16:09:00Z,scheduled
FLT-00294,SCH-00017,SL101,2026-01-20,LFPG,KORD,FR-SL004,2026-01-20T08:00:00Z,2026-01-20T16:09:00Z,scheduled
FLT-00295,SCH-00017,SL101,2026-01-22,LFPG,KORD,FR-SL001,2026-01-22T08:00:00Z,2026-01-22T16:09:00Z,scheduled
FLT-00296,SCH-00018,SL102,2025-12-25,KORD,LFPG,FR-SL001,2025-12-25T18:30:00Z,2025-12-26T02:39:00Z,completed
FLT-00297,SCH-00018,SL102,2025-12-26,KORD,LFPG,FR-SL002,2025-12-26T18:30:00Z,2025-12-27T02:39:00Z,completed
FLT-00298,SCH-00018,SL102,2025-12-27,KORD,LFPG,FR-SL003,2025-12-27T18:30:00Z,2025-12-28T02:39:00Z,completed
FLT-00299,SCH-00018,SL102,2025-12-28,KORD,LFPG,FR-SL004,2025-12-28T18:30:00Z,2025-12-29T02:39:00Z,completed
FLT-00300,SCH-00018,SL102,2025-12-29,KORD,LFPG,FR-SL001,2025-12-29T18:30:00Z,2025-12-30T02:39:00Z,completed
FLT-00301,SCH-00018,SL102,2025-12-30,KORD,LFPG,FR-SL002,2025-12-30T18:30:00Z,2025-12-31T02:39:00Z,completed
FLT-00302,SCH-00018,SL102,2025-12-31,KORD,LFPG,FR-SL003,2025-12-31T18:30:00Z,2026-01-01T02:39:00Z,completed
FLT-00303,SCH-00018,SL102,2026-01-01,KORD,LFPG,FR-SL004,2026-01-01T18:30:00Z,2026-01-02T02:39:00Z,completed
FLT-00304,SCH-00018,SL102,2026-01-02,KORD,LFPG,FR-SL001,2026-01-02T18:30:00Z,2026-01-03T02:39:00Z,completed
FLT-00305,SCH-00018,SL102,2026-01-03,KORD,LFPG,FR-SL002,2026-01-03T18:30:00Z,2026-01-04T02:39:00Z,completed
FLT-00306,SCH-00018,SL102,2026-01-04,KORD,LFPG,FR-SL003,2026-01-04T18:30:00Z,2026-01-05T02:39:00Z,completed
FLT-00307,SCH-00018,SL102,2026-01-05,KORD,LFPG,FR-SL004,2026-01-05T18:30:00Z,2026-01-06T02:39:00Z,completed
FLT-00308,SCH-00018,SL102,2026-01-06,KORD,LFPG,FR-SL001,2026-01-06T18:30:00Z,2026-01-07T02:39:00Z,completed
FLT-00309,SCH-00018,SL102,2026-01-07,KORD,LFPG,FR-SL002,2026-01-07T18:30:00Z,2026-01-08T02:39:00Z,completed
FLT-00310,SCH-00018,SL102,2026-01-08,KORD,LFPG,FR-SL003,2026-01-08T18:30:00Z,2026-01-09T02:39:00Z,completed
FLT-00311,SCH-00018,SL102,2026-01-09,KORD,LFPG,FR-SL004,2026-01-09T18:30:00Z,2026-01-10T02:39:00Z,completed
FLT-00312,SCH-00018,SL102,2026-01-10,KORD,LFPG,FR-SL001,2026-01-10T18:30:00Z,2026-01-11T02:39:00Z,completed
FLT-00313,SCH-00018,SL102,2026-01-11,KORD,LFPG,FR-SL002,2026-01-11T18:30:00Z,2026-01-12T02:39:00Z,completed
FLT-00314,SCH-00018,SL102,2026-01-12,KORD,LFPG,FR-SL003,2026-01-12T18:30:00Z,2026-01-13T02:39:00Z,completed
FLT-00315,SCH-00018,SL102,2026-01-13,KORD,LFPG,FR-SL004,2026-01-13T18:30:00Z,2026-01-14T02:39:00Z,completed
FLT-00316,SCH-00018,SL102,2026-01-14,KORD,LFPG,FR-SL001,2026-01-14T18:30:00Z,2026-01-15T02:39:00Z,completed
FLT-00317,SCH-00018,SL102,2026-01-15,KORD,LFPG,FR-SL002,2026-01-15T18:30:00Z,2026-01-16T02:39:00Z,scheduled
FLT-00318,SCH-00018,SL102,2026-01-16,KORD,LFPG,FR-SL003,2026-01-16T18:30:00Z,2026-01-17T02:39:00Z,scheduled
FLT-00319,SCH-00018,SL102,2026-01-17,KORD,LFPG,FR-SL004,2026-01-17T18:30:00Z,2026-01-18T02:39:00Z,scheduled
FLT-00320,SCH-00018,SL102,2026-01-18,KORD,LFPG,FR-SL001,2026-01-18T18:30:00Z,2026-01-19T02:39:00Z,scheduled
FLT-00321,SCH-00018,SL102,2026-01-19,KORD,LFPG,FR-SL002,2026-01-19T18:30:00Z,2026-01-20T02:39:00Z,scheduled
FLT-00322,SCH-00018,SL102,2026-01-20,KORD,LFPG,FR-SL003,2026-01-20T18:30:00Z,2026-01-21T02:39:00Z,scheduled
FLT-00323,SCH-00018,SL102,2026-01-21,KORD,LFPG,FR-SL004,2026-01-21T18:30:00Z,2026-01-22T02:39:00Z,scheduled
FLT-00324,SCH-00018,SL102,2026-01-22,KORD,LFPG,FR-SL001,2026-01-22T18:30:00Z,2026-01-23T02:39:00Z,scheduled
FLT-00325,SCH-00019,SL103,2025-12-26,LFPG,EGLL,FR-SL001,2025-12-26T14:00:00Z,2025-12-26T15:10:00Z,completed
FLT-00326,SCH-00019,SL103,2025-12-29,LFPG,EGLL,FR-SL002,2025-12-29T14:00:00Z,2025-12-29T15:10:00Z,completed
FLT-00327,SCH-00019,SL103,2025-12-31,LFPG,EGLL,FR-SL003,2025-12-31T14:00:00Z,2025-12-31T15:10:00Z,completed
FLT-00328,SCH-00019,SL103,2026-01-02,LFPG,EGLL,FR-SL004,2026-01-02T14:00:00Z,2026-01-02T15:10:00Z,completed
FLT-00329,SCH-00019,SL103,2026-01-05,LFPG,EGLL,FR-SL001,2026-01-05T14:00:00Z,2026-01-05T15:10:00Z,completed
FLT-00330,SCH-00019,SL103,2026-01-07,LFPG,EGLL,FR-SL002,2026-01-07T14:00:00Z,2026-01-07T15:10:00Z,completed
FLT-00331,SCH-00019,SL103,2026-01-09,LFPG,EGLL,FR-SL003,2026-01-09T14:00:00Z,2026-01-09T15:10:00Z,completed
FLT-00332,SCH-00019,SL103,2026-01-12,LFPG,EGLL,FR-SL004,2026-01-12T14:00:00Z,2026-01-12T15:10:00Z,completed
FLT-00333,SCH-00019,SL103,2026-01-14,LFPG,EGLL,FR-SL001,2026-01-14T14:00:00Z,2026-01-14T15:10:00Z,completed
FLT-00334,SCH-00019,SL103,2026-01-16,LFPG,EGLL,FR-SL002,2026-01-16T14:00:00Z,2026-01-16T15:10:00Z,scheduled
FLT-00335,SCH-00019,SL103,2026-01-19,LFPG,EGLL,FR-SL003,2026-01-19T14:00:00Z,2026-01-19T15:10:00Z,scheduled
FLT-00336,SCH-00019,SL103,2026-01-21,LFPG,EGLL,FR-SL004,2026-01-21T14:00:00Z,2026-01-21T15:10:00Z,scheduled
FLT-00337,SCH-00020,SL104,2025-12-25,EGLL,LFPG,FR-SL001,2025-12-25T18:30:00Z,2025-12-25T19:40:00Z,completed
FLT-00338,SCH-00020,SL104,2025-12-27,EGLL,LFPG,FR-SL002,2025-12-27T18:30:00Z,2025-12-27T19:40:00Z,completed
FLT-00339,SCH-00020,SL104,2025-12-30,EGLL,LFPG,FR-SL003,2025-12-30T18:30:00Z,2025-12-30T19:40:00Z,completed
FLT-00340,SCH-00020,SL104,2026-01-01,EGLL,LFPG,FR-SL004,2026-01-01T18:30:00Z,2026-01-01T19:40:00Z,completed
FLT-00341,SCH-00020,SL104,2026-01-03,EGLL,LFPG,FR-SL001,2026-01-03T18:30:00Z,2026-01-03T19:40:00Z,completed
FLT-00342,SCH-00020,SL104,2026-01-06,EGLL,LFPG,FR-SL002,2026-01-06T18:30:00Z,2026-01-06T19:40:00Z,completed
FLT-00343,SCH-00020,SL104,2026-01-08,EGLL,LFPG,FR-SL003,2026-01-08T18:30:00Z,2026-01-08T19:40:00Z,completed
FLT-00344,SCH-00020,SL104,2026-01-10,EGLL,LFPG,FR-SL004,2026-01-10T18:30:00Z,2026-01-10T19:40:00Z,completed
FLT-00345,SCH-00020,SL104,2026-01-13,EGLL,LFPG,FR-SL001,2026-01-13T18:30:00Z,2026-01-13T19:40:00Z,completed
FLT-00346,SCH-00020,SL104,2026-01-15,EGLL,LFPG,FR-SL002,2026-01-15T18:30:00Z,2026-01-15T19:40:00Z,scheduled
FLT-00347,SCH-00020,SL104,2026-01-17,EGLL,LFPG,FR-SL003,2026-01-17T18:30:00Z,2026-01-17T19:40:00Z,scheduled
FLT-00348,SCH-00020,SL104,2026-01-20,EGLL,LFPG,FR-SL004,2026-01-20T18:30:00Z,2026-01-20T19:40:00Z,scheduled
FLT-00349,SCH-00020,SL104,2026-01-22,EGLL,LFPG,FR-SL001,2026-01-22T18:30:00Z,2026-01-22T19:40:00Z,scheduled
FLT-00350,SCH-00021,SL105,2025-12-25,LFPG,KJFK,FR-SL003,2025-12-25T05:00:00Z,2025-12-25T12:47:00Z,completed
FLT-00351,SCH-00021,SL105,2025-12-26,LFPG,KJFK,FR-SL003,2025-12-26T05:00:00Z,2025-12-26T12:47:00Z,completed
FLT-00352,SCH-00021,SL105,2025-12-27,LFPG,KJFK,FR-SL003,2025-12-27T05:00:00Z,2025-12-27T12:47:00Z,completed
FLT-00353,SCH-00021,SL105,2025-12-28,LFPG,KJFK,FR-SL003,2025-12-28T05:00:00Z,2025-12-28T12:47:00Z,completed
FLT-00354,SCH-00021,SL105,2025-12-29,LFPG,KJFK,FR-SL003,2025-12-29T05:00:00Z,2025-12-29T12:47:00Z,completed
FLT-00355,SCH-00021,SL105,2025-12-30,LFPG,KJFK,FR-SL003,2025-12-30T05:00:00Z,2025-12-30T12:47:00Z,completed
FLT-00356,SCH-00021,SL105,2025-12-31,LFPG,KJFK,FR-SL003,2025-12-31T05:00:00Z,2025-12-31T12:47:00Z,completed
FLT-00357,SCH-00021,SL105,2026-01-01,LFPG,KJFK,FR-SL003,2026-01-01T05:00:00Z,2026-01-01T12:47:00Z,completed
FLT-00358,SCH-00021,SL105,2026-01-02,LFPG,KJFK,FR-SL003,2026-01-02T05:00:00Z,2026-01-02T12:47:00Z,completed
FLT-00359,SCH-00021,SL105,2026-01-03,LFPG,KJFK,FR-SL003,2026-01-03T05:00:00Z,2026-01-03T12:47:00Z,completed
FLT-00360,SCH-00021,SL105,2026-01-04,LFPG,KJFK,FR-SL003,2026-01-04T05:00:00Z,2026-01-04T12:47:00Z,completed
FLT-00361,SCH-00021,SL105,2026-01-05,LFPG,KJFK,FR-SL003,2026-01-05T05:00:00Z,2026-01-05T12:47:00Z,completed
FLT-00362,SCH-00021,SL105,2026-01-06,LFPG,KJFK,FR-SL003,2026-01-06T05:00:00Z,2026-01-06T12:47:00Z,completed
FLT-00363,SCH-00021,SL105,2026-01-07,LFPG,KJFK,FR-SL003,2026-01-07T05:00:00Z,2026-01-07T12:47:00Z,completed
FLT-00364,SCH-00021,SL105,2026-01-08,LFPG,KJFK,FR-SL003,2026-01-08T05:00:00Z,2026-01-08T12:47:00Z,completed
FLT-00365,SCH-00021,SL105,2026-01-09,LFPG,KJFK,FR-SL003,2026-01-09T05:00:00Z,2026-01-09T12:47:00Z,completed
